gcode,ReleaseDate,ListPrice,Brand,Series Title,Character Name,Sculptor,Scale,Size,Material
FIGURE-004888-R,2014-12-01 00:00:00,13037,Phat Company,"""THE IDOLM@STER"" Series",Mika Jougasaki,"Mamoru Manzoku, Koudai Abe ",1/8,Approx. H220mm including base,
FIG-MOE-8632,2013-07-01 00:00:00,2700,,Angel Beats!,Yui,Tomohiro Murakami ,,Approx. H70mm (non-scale),
FIGURE-028745-R,2017-11-01 00:00:00,15180,Di molto bene,Anne Happy (Unhappy Go Lucky),Ruri Hibarigaoka,,1/7,Approx. H180mm,PVC & ABS
FIGURE-009663,2015-08-01 00:00:00,10450,Phat Company,"""Fate"" Series",Jack the Ripper(Assassin/Assassin of Black),Patton ,1/8,Approx. H190mm (including base) / Approx. H170mm (figure alone),
FIG-MOE-1249,2011-01-01 00:00:00,6264,Kotobukiya,Happiness!,Jun Watarase,Takahiro Kohata ,1/8,Approx. H180mm,
FIG-MOE-1117,2009-12-01 00:00:00,29700,Daiki Kogyo,,,Toshiro Cobra-kai,1/4,Approx. 37.5cm to the Head part,PVC
FIGURE-008777-R,2015-04-01 00:00:00,17050,DRAGON Toy,T2 Art Girls,Arianrhod(Gin no Sharin no Kishihime),Shunji Hagii DRAGON Toy,1/6,Approx. H26cm,
FIGURE-010579,2015-08-01 00:00:00,7776,Kotobukiya,Marvel Comics,Wasp,M.I.C. ,1/7,Approx. H270mm (including base),
FIG-MOE-3562,2011-11-01 00:00:00,8250,cLayz,"""Lyrical Nanoha"" Series",Fate Testarossa(Fate T. Harlaown),Takeshi Miyagawa T's system.,1/6,Approx. H22cm,
FIGURE-004424-R,2014-05-01 00:00:00,8963,FREEing,Fate/stay night,Altria Pendragon(Saber/Saber Lily/Saber Alter),Takahiro Arakawa Heavy Gauge,1/8,Approx. H120mm,
FIG-MOE-2350,2011-04-01 00:00:00,6480,Kotobukiya,Toaru Kagaku no Railgun (A Certain Scientific Railgun),Kazari Uiharu,Sho Kojima ,1/8,Approx. H150mm,
FIGURE-006827,2014-11-01 00:00:00,14080,,Original Character: Lechery,Shizuku,Lechery ,1/6,,
FIGURE-003830,,10800,Embrace Japan,Touhou Project,Youmu Konpaku,OZ ,,Approx. H170mm (non-scale),
HOB-FIG-4682B,2007-05-01 00:00:00,14520,Griffon Enterprises,Nurse Witch Komugi,Koyori Kokubunji,IPPACH ,1/7,Approx. 14cm,
FIGURE-058847,2020-10-01 00:00:00,18150,Union Creative,To Love-Ru Darkness,Mea Kurosaki,Akabeko ,1/6,Approx. H15cm,"ATBC-PVC, ABS"
FIGURE-031216,2017-10-01 00:00:00,12960,Kalmia Project,Hoshizora no Babylon,Usako,Masami Ushiro ,1/6,"Approx. H24.5cm (ears included), Up to Head: Approx. 21.5cm",
FIG-MOE-5487-R,2012-09-01 00:00:00,980,former SEGA,"""Toaru Majutsu no Index (A Certain Magical Index)"" Series",Mikoto Misaka,Koichi Katsushima MINE,,Approx. H17cm,
FIGURE-012602,2016-06-01 00:00:00,16800,Good Smile Company,"""Fire Emblem"" Series",Cordelia (Tiamo),Shining Wizard @ Sawachika Max Factory,1/7,Approx. H240mm,
HOB-FIG-4455A,2007-01-01 00:00:00,5500,MegaHouse,Queen's Blade,Echidna,OSIRIS Heavy Gauge,1/8,Approx. H200mm,
FIG-MOE-1612,2010-05-01 00:00:00,19224,Q-six,Tsundero,Yuuka Yoshii,Ryuu Ohyama Mouse Unit,1/6,Approx. H17cm,Fresh Polystone
FIGURE-056118,2020-10-01 00:00:00,18150,APEX,Arknights,Skyfire,Meow ,1/7,Approx. H23cm,PVC & ABS
HOB-FIG-6657,2008-01-01 00:00:00,1980,GSI Creos,Monster Hunter,,,,,
FIG-MOE-2464,2011-05-01 00:00:00,27500,Kaitendo,Ikkitousen (Battle Vixens),Unchou Kan-u,ELLIOTT ,1/4,,
FIGURE-057550-R,2020-08-01 00:00:00,15290,WAVE,"""THE IDOLM@STER"" Series",Sachiko Koshimizu,Chizuru Tsuru-no-yakata,1/7,Approx. H21cm,PVC (Partly ABS)
FIGURE-009698,2015-12-01 00:00:00,19224,,Ikkitousen XTREME XECUTOR,Unchou Kan-u,Takayuki Shiragami ,1/7,Approx. H21cm,
FIGURE-022467,2017-05-01 00:00:00,14040,Phat Company,Danganronpa 2 (Super Danganronpa 2),Chiaki Nanami,"Kaoru Sakaki, iTANDi ",1/8,Approx. H210mm,
FIG-MOE-1778,2010-09-01 00:00:00,4840,WAVE,"""Evangelion"" Series",Mari Makinami Illustrious,Miki Ousaka Cherry Blossom,1/10,Approx. H170mm,
FIGURE-026240,2017-05-01 00:00:00,15984,Takara Tomy,Cardcaptor Sakura,Sakura Kinomoto,HIDE ,1/7,Approx. H315mm,
FIGURE-030996,2018-01-01 00:00:00,14904,Q-six,COMIC Hanaman,Anna,Justice MouseUnit,1/6,Approx. 15cm,PVC
FIGURE-049002,2020-10-01 00:00:00,16280,Phat Company,Denkou Choujin Gridman,Akane Shinjo,iTANDi ,1/7,Approx. H195mm,ABS & PVC
FIGURE-033369,2018-04-01 00:00:00,18260,DRAGON Toy,Fanaticism,Alissa,Hiroman ,1/5.5,Approx. H17.5cm,
FIGURE-013790,2016-03-01 00:00:00,10584,Alter,Anohana: The Flower We Saw That Day (Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai.),Meiko Honma(Menma),Hiroshi Inagaki ,1/8,Approx. H210mm including base,
FIGURE-053517-R,2020-08-01 00:00:00,15400,,,,Houjun Otoyama ,1/6,Approx. H240mm,
FIGURE-004604,2014-03-01 00:00:00,11232,,Accel World,Kuroyukihime,TEAM GENESIS ,1/8,Approx. H23cm,
FIGURE-017472-R,2016-03-01 00:00:00,1380,Banpresto,Love Live!,Hanayo Koizumi,,,Approx. H16cm,
FIGURE-040729,2018-12-01 00:00:00,15400,Kotobukiya,Tony's Heroine Collection,Anabelle,Uzou ,1/6,H: 210mm,PVC
FIGURE-004318,2014-05-01 00:00:00,9504,MegaHouse,THE IDOLM@STER (THE IDOLMASTER),Ami Futami,Tadao Kouno ,1/7,Approx. 210mm,
HOB-FIG-5653,2007-08-01 00:00:00,7344,YAMATO,Bakuretsu Tenshi (Burst Angel),Amy,Shunji Hagii Studio Saru Bunshitsu,1/6,,"PVC, ABS"
FIG-MOE-9526,2013-11-01 00:00:00,11108,,Lineage,Dark Elf,Takahiro Hashimoto ,1/7,Approx. H255mm,
FIGURE-056137,2020-12-01 00:00:00,16280,Wonderful Works,Elf Complex,Elaine,RICO/iTANDi ,1/7,Approx. H240mm,ABS&PVC
FIG-MOE-1467,2010-07-01 00:00:00,8424,Penguin Parade,Shin Koihime Musou,Sousou(Karin),KOKUSOH ,1/8,Approx. H200mm,
FIGURE-033500-R,2018-01-01 00:00:00,1280,Eicoh,Puzzle & Dragons,Athena,,,Approx. 15cm,
FIGURE-004452,2014-05-01 00:00:00,19580,Aizu Project,Onegai Teacher (Please Teacher!),Mizuho Kazami,Sara ,1/6,Approx. H30cm,
HOB-FIG-2814,2005-12-01 00:00:00,4628,Max Factory,Genrin no Kishougun II,Irina Marcillen,Masato Kitade ,1/8,Approx. H155mm,
FIG-MOE-3326,2011-10-01 00:00:00,1130,Taito,Toaru Kagaku no Railgun (A Certain Scientific Railgun),Mikoto Misaka,,,Approx. H17cm,
HOB-FIG-8555,2008-06-01 00:00:00,10079,Questioners,Anata no Shiranai Kangofu,Amane Shiratori,Katsuhiro Katagiri Vispo,1/6,Approx. H210mm,"PVC, ABS"
HOB-FIG-5123,2007-07-01 00:00:00,6076,,Gakuen Utopia Manabi Straight!,Manami Amamiya,Hiro ,1/8,Approx. H190mm,
FIGURE-009647,2015-05-01 00:00:00,19580,,Black Lagoon,Roberta(Rosarita Cisneros),Goemon ,1/6,Approx. H29cm (figure body),
FIG-MOE-1588,2010-08-01 00:00:00,9051,COSPA,Rosario + Vampire,Kurumu Kurono,zenko Iousen,1/6,Approx. H28.3cm with wings,
FIGURE-013367,2016-03-01 00:00:00,3240,Broccoli,Love Live!,Kotori Minami,POLY-TOYS+PMG ,Non-scale,Figure: Approx. H80mm / Smartphone Stand: Approx. H126 x W174 x D79mm,"Figure: PVC, ABS / Base: ABS"
FIGURE-042853,2019-02-01 00:00:00,1350,Taito,"""VOCALOID"" Series",Hatsune Miku,,,Approx. 18cm,
FIGURE-033440,2017-12-01 00:00:00,14904,Union Creative,"""Fate"" Series",Tamamo no Mae(Caster/Lancer),Minheru Blond Parrot,,Approx. H25cm,"Main Part: ATBC-PVC / Base, Some Parts: ABS, ABS"
FIGURE-044411,2019-04-01 00:00:00,15984,Mouse Unit,Original Character,Ryouko Ryuudan,Po-chan ,1/6,Approx. H15cm,PVC
HOB-FIG-3681,2006-07-01 00:00:00,5184,Kotobukiya,Oh My Goddess! (Ah! My Goddess!),Belldandy,Hirotoshi Nakamura ,1/8,Approx. H210mm,"PVC, Partially ABS"
FIGURE-007385-R,2015-04-01 00:00:00,8800,Phat Company,Arpeggio of Blue Steel: Ars Nova,Takao,Rei Azusa GunDoll,1/8,Approx. H180mm,
FIG-MOE-7522,2013-05-01 00:00:00,8172,Phat Company,"""Fate"" Series",Illyasviel Von Einzbern(Illya),Yusuke Masaki ,1/8,Approx. H190mm,
FIGURE-009150,2015-01-01 00:00:00,10800,,Senki Zessho Symphogear G,Chris Yukine,Abira Pladzma Houriki Mokei,1/7,W148 x H210 x D3mm,
FIGURE-033510-R,2018-03-01 00:00:00,1580,FuRyu,"""Fate"" Series",Musashi Miyamoto(Shinmen Musashi no Kami Fujiwara no Harunobu/Saber),,,Approx. 18cm,
FIG-MOE-1765,2010-12-01 00:00:00,17490,Daiki Kogyo,Ikkitousen (Battle Vixens),Unchou Kan-u,Shunji Hagii Studio Saru Bunshitsu,1/6,Approx. H290mm up to head,
FIG-MOE-5643,2012-10-01 00:00:00,8640,,Oreimo (My Little Sister Can't Be This Cute),Kuroneko(Ruri Gokou),Katsuaki Nemoto ,1/8,H21cm,"PVC, ABS"
FIG-MOE-6769,2012-11-01 00:00:00,8360,,ToHeart2,Konomi Yuzuhara,,1/8,Approx. H135mm,"PVC, ABS"
HOB-FIG-5545,2007-08-01 00:00:00,12960,Chara-ani,MADLAX,Madlax,Kenji Nishida ,,Approx. 25cm Tall,
HOB-FIG-4423,2007-01-01 00:00:00,6994,Max Factory,Emma,,Masato Kitade Max Factory,1/7,Approx. H245mm,
FIGURE-016435-R,2016-10-01 00:00:00,30580,SkyTube,T2 Art Girls,Odette,EGG ,1/6,Oder: Approx. H26cm / Odile: Approx. H28cm (excluding base),
FIG-MOE-03350,2012-06-01 00:00:00,6285,Griffon Enterprises,Touhou Project,Reimu Hakurei,i-con ,1/8,Approx. H190mm,
FIGURE-048315,2020-05-01 00:00:00,14080,Emontoys,Nitroplus,Super Sonico,Youhei Katagiri DMs,1/7,Approx. H18cm (including base),"PVC, ABS"
FIGURE-012486,2015-12-01 00:00:00,13824,Alphamax,Shining Hearts,Kaguya,TOMO ,1/7,Approx. H23cm,
FIGURE-052726,2020-11-01 00:00:00,17380,Phat Company,That Time I Got Reincarnated as a Slime (Tensei shitara Slime datta ken),Rimuru,Ain ,1/7,Approx. H200mm,ABS & PVC
HOB-FIG-4695,2007-02-01 00:00:00,5940,Kaiyodo,"""Rance"" Series",Isoroku Yamamoto,BOME ,,Approx. H23cm,"PVC, ABS"
FIGURE-009242-R,2015-10-01 00:00:00,12019,Good Smile Company,Kantai Collection -Kan Colle-,Musashi,Hiro ,1/8,Approx. H240mm,
FIGURE-008623,2015-11-01 00:00:00,10584,,Amairo Islenauts,Yune Amagiri,Hiroman ,1/8,"Approx. H168mm / Base Chair approx. 80 x 76mm, H102mm","ATBC-PVC, ABS"
FIGURE-054101,2020-10-01 00:00:00,25080,Hanabatake to Bishoujo,Kisei Juui Suzune,Suzune Arizono,Clumsy Zero ,1/5,Approx. H300mm,"PVC, ABS"
FIGURE-050401,2019-11-01 00:00:00,14080,MegaHouse,NARUTO Shippuden,Ino Yamanaka,Nekomaru Yamanekotei -nekohouse-,,Approx. H210mm (up to Head),"PVC, ABS"
FIGURE-027549,2018-05-01 00:00:00,15074,Good Smile Company,"""VOCALOID"" Series",Hatsune Miku,Hiro ,1/7,Approx. H275mm,
FIG-MOE-8112-R,2013-03-01 00:00:00,6820,CM's Corporation,Ano Natsu de Matteru (Waiting in the Summer),Remon Yamano,Kei Kurono ,1/8,Approx. H175mm,"PVC, ABS"
FIG-MOE-07250-R,2012-08-01 00:00:00,980,Banpresto,Smile PreCure!,Nao Midorikawa(Cure March),,,15cm,
FIG-MOE-1053,2009-12-01 00:00:00,2700,WAVE,,,Hiroki Hayashi ,,Approx. H90mm (non-scale),PVC (Partially ABS)
FIG-MOE-1440-R,2010-03-01 00:00:00,7480,Kotobukiya,,,Uzou ,1/8,Approx. H200mm,
FIGURE-056519,2020-05-01 00:00:00,18150,A+,,,Ryuusuke ,1/6,Approx. H27cm x W9cm x D10cm,Main figure: PVC / Base: Acrylic
FIGURE-052500,2020-05-01 00:00:00,15180,KADOKAWA,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,Nobuta Revolve,1/7,Approx. 23cm (including base),
HOB-FIG-2117B,2005-05-01 00:00:00,3456,YAMATO,G-taste,Mayu Hoshino,,Size: Approx. 200mm Tall (1/7 Scale),,"ATBC-PVC, ABS"
FIGURE-060742-R,2020-07-01 00:00:00,1380,SEGA Interactive,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Chiya Ujimatsu(Chiya),,,Approx. H18cm,
FIGURE-019925,2017-04-01 00:00:00,13200,Flare,Amanchu!,Futaba Ooki(Teko),French Doll Cerberus Project TM,,Approx. H310mm (non-scale),
FIGURE-033959,,13932,OrchidSeed,Bastard!!,Sean Ari,Satoshi Ishiyama ,1/7,H 245mm,
FIGURE-028744,2017-07-01 00:00:00,14904,Di molto bene,Grimoire of Zero (Zero kara Hajimeru Mahou no Sho),Zero,Jun Eldora Model,1/7,Approx. Approx. H130mm,PVC & ABS
FIGURE-003944,2014-07-01 00:00:00,10800,Embrace Japan,Psycho Soldier,Athena Asamiya,Chirumitu ,,approx. 23cm w/ Base (non-scale),
FIG-MOE-0298,2009-05-01 00:00:00,7200,Shueisha,Tegami Bachi: Letter Bee,Niche,Koichiro Hatsuda ,,Approx. 210 x 180 x 240mm,"ATBC-PVC, ABS"
FIGURE-044264,2020-03-01 00:00:00,19580,Lechery,Original Character,Nanaha Fuzuki,Toshi Tsutakaze ,1/6,Approx. H11cm,"Main Part: PVC, ABS / Base: ABS"
FIG-MOE-5268-R,2012-06-01 00:00:00,1120,Taito,Toaru Kagaku no Railgun (A Certain Scientific Railgun),Mikoto Misaka,,,Approx. H17cm,
FIG-MOE-0063,2009-06-01 00:00:00,6264,Index Create,Sekirei,Musubi,zenko Iousen,1/7,Approx. H230mm,
FIGURE-030819,2017-10-01 00:00:00,1300,Banpresto,Fate/stay night,Sakura Matou,,,Approx. H17cm,
FIGURE-056947-R,,0,Plum,"""THE IDOLM@STER"" Series",Arisu Tachibana,,1/7,Approx. H200mm,PVC
FIGURE-034019,2018-02-01 00:00:00,1300,Banpresto,"""THE IDOLM@STER"" Series",Aiko Takamori,,,Approx. H21cm,
FIG-MOE-3898,2012-01-01 00:00:00,9350,Sentinel,Panty & Stocking with Garterbelt,Stocking,Shinpei Yokoshima Gouhondou,Approx. 1/7,Approx. H22cm,
FIG-MOE-2646,2013-08-01 00:00:00,19580,Aizu Project,Ikkitousen (Battle Vixens),Shiryuu Chou'un,Takayuki Shiragami ,1/6,,
FIGURE-038994,2018-12-01 00:00:00,15180,Phat Company,Amanchu!,Ai Ninomiya,Kitsukawa Tefu Kitsu Tefu,1/7,Approx. H220mm,ABS & PVC
FIGURE-046461,2019-08-01 00:00:00,16280,Q-six,Oideyo! Mizuryu Kei Land,Pakora,Nollgreco Q-six,1/6,Approx. H22cm,PVC
FIGURE-034246,2018-03-01 00:00:00,1300,Banpresto,"""Sword Art Online"" Series",Asuna Yuuki(Asuna/Titania),,,Approx. H23cm,
FIGURE-005761,2014-12-01 00:00:00,12960,,Black Arts Keeper (Kuro no Mamorite),Black Hood Benoa,OZ ,,Approx. H24cm (non-scale),
FIGURE-022833,2018-10-01 00:00:00,15120,Lechery,Original Character,Nanase,Kaitendo ,1/7,Approx. 12cm,"Figure Main Part: Candy Resin, Partly PVC / Base: Fabric"
HOB-FIG-7675,2008-09-01 00:00:00,4860,Organic,,,,,Approx. H165mm,"PVC, ABS"
HOB-FIG-7049,2008-03-01 00:00:00,6994,Max Factory,Zoids: Genesis,Kotona Elegance,Chieri ,1/7,Approx. H180mm,
FIG-MOE-3199,2011-10-01 00:00:00,1130,former SEGA,Baka to Test to Shokanjuu,Shouko Kirishima,,,Approx. 17 x 8cm,
FIGURE-118639,2021-01-01 00:00:00,3900,Good Smile Company,BanG Dream! Girls Band Party!,Kokoro Tsurumaki,Tomogomahu ,,Approx. H170mm (non-scale),"ABS, PVC"
FIGURE-056730,2020-11-01 00:00:00,19580,SkyTube,,,TOMO ,1/6,Main Figure Approx. H26cm (excluding base),PVC
FIG-MOE-0168,2008-12-01 00:00:00,8640,Beagle,"""Original Character: Range Murata""",Chris,,1/7,,"PVC, ABS"
FIGURE-054563,2020-07-01 00:00:00,14080,Emontoys,Lily and Bat,Ouka Ousaka,Houjun Otoyama ,1/7,270mm,
FIG-MOE-0829,2009-08-01 00:00:00,19580,Musashiya,Ikkitousen (Battle Vixens),Unchou Kan-u,WOOD ,1/6,Approx. L28cm,
HOB-FIG-4338B,2007-11-01 00:00:00,5400,Movic,_summer,Chiwa Amano,inkyo Kirakutei,Size: Appx. 18cm (1/8 Scale),,
HOB-FIG-3499,2006-07-01 00:00:00,1320,Toranoana,Fate/stay night,,,,,
HOB-FIG-2174,2005-04-01 00:00:00,5028,Good Smile Company,Fate/stay night,Medusa(Rider/Lancer),YOSHI ,1/8,Approx. H85mm,
FIGURE-042902,2019-04-01 00:00:00,14904,Kotobukiya,Girls und Panzer,Erika Itsumi,,1/7,"Approx. H250mm (including base, up to top of head)",PVC
HOB-FIG-3805,2006-08-01 00:00:00,13824,Bandai,Mobile Suit Gundam SEED,Miriallia Haww,NAGAE Art Production ,1/7,Approx. H210mm,
FIGURE-023610-R,2016-10-01 00:00:00,1040,SEGA Interactive,"""VOCALOID"" Series",Hatsune Miku,,,Approx. H23cm,
FIGURE-048262,2019-12-01 00:00:00,17380,SkyTube,Comic Aun,Hana Fukiishi,HIRO ,1/6,Main Figure Approx. H24cm (excluding base),PVC
FIGURE-060128,2020-10-01 00:00:00,6050,BANDAI SPIRITS,Sailor Moon,Makoto Kino(Sailor Jupiter),,,Approx. H150mm,"PVC, ABS"
FIG-MOE-1171,2010-01-01 00:00:00,6685,Good Smile Company,,,Ken Yokota ,1/8,Approx. H210mm,
HOB-FIG-3336B,2006-05-01 00:00:00,3780,Happinet,BLACK CAT,Eve,Takeshi Miyagawa ,Size: Appx. 180mm Tall (1/8 Scale),,
FIGURE-054564-R,2020-07-01 00:00:00,20900,Broccoli,Z/X -Zillions of enemy X-,Azumi Kagamihara,Denki Unagi Hatsuden ,1/7,Approx. H250mm (including base),ABS & ATBC-PVC
FIG-MOE-1061,2010-05-01 00:00:00,8208,amiami,,,MELTING NEURON ,1/7,Approx. H13cm,
FIGURE-054526,2020-06-01 00:00:00,16280,WANDERER,[Virtual YouTuber],Natori Sana,Takeshi Miyakawa ,1/7,H215mm,PVC&ABS
FIG-MOE-9149,2013-07-01 00:00:00,13200,,,Mari,Lechery ,1/6,,"Candyresin/ Desk: ABS/ Hair, Clothes: PVC"
FIGURE-050205,2020-03-01 00:00:00,19580,SkyTube,Original Character,Kano Ebisugawa,HIRO ,1/6,Approx. H25cm (including base),PVC
FIGURE-021436,2016-12-01 00:00:00,9936,OrchidSeed,Chichinoe,,Satoshi Ishiyama ,1/7,Approx. H240mm,"PVC, ABS"
FIGURE-021859,2017-12-01 00:00:00,19224,Di molto bene,Monster Musume no Iru Nichijou,Miia,cigua ,,Approx. 20cm,PVC
FIGURE-003087,2013-12-01 00:00:00,10584,,Comic TENMA,Mineko Sudo,,,Approx. H225mm,"PVC, ABS"
FIGURE-038107,2018-07-01 00:00:00,14080,Chara-ani,Made in Abyss,Nanachi,mamo ,1/6,Approx. H215mm,"PVC, Iron, ABS (non-phthalate ester)"
FIG-MOE-3904,2012-02-01 00:00:00,9114,OrchidSeed,Mai FAVORITE,Mai Ichijo,Shuuji Nakajima Hideyoshi,1/7,Approx. H13.5cm,
FIG-MOE-2103,2011-04-01 00:00:00,19580,Alphamax,Zeroin,Mikuru Nazume,2% ,1/6,Approx. H28cm,
HOB-FIG-3036,2006-02-01 00:00:00,13824,OrchidSeed,My-HiME,Natsuki Kuga,Satoshi Ishiyama ,1/7,,
FIG-MOE-2438,2011-07-01 00:00:00,7856,Ichijinsha,Touhou Project,Aya Shameimaru,Keroriso XELFLEX,,Approx. L190mm (Base: Approx. 12-15mm Thick),
FIGURE-017765-R,2016-12-01 00:00:00,18480,Phat Company,Kantai Collection -Kan Colle-,Zuiho,Koudai Abe (Fenrir)/Ryuuichi (Peacemaker) ,1/7,Approx. H220mm,
FIGURE-056374,2020-10-01 00:00:00,15180,Aquamarine,"""Date A Live"" Series",Kurumi Tokisaki,Design COCO ,1/7,Approx. H155mm,"ABS, PVC"
FIG-MOE-4961,2012-04-01 00:00:00,16720,,Ichiban Ushiro no DaiMaou,Junko Hattori,IBUKI Rasetsu,1/6,Approx. 23cm,
FIG-MOE-1765-R,2010-12-01 00:00:00,17490,Daiki Kogyo,Ikkitousen (Battle Vixens),Unchou Kan-u,Shunji Hagii Studio Saru Bunshitsu,1/6,Approx. H290mm up to head,
FIG-MOE-5292,2012-08-01 00:00:00,2550,,Haganai (Boku wa Tomodachi ga Sukunai),,Matsuda Model ,,Maria Approx. H60mm (non-scale),
FIGURE-022401,2017-05-01 00:00:00,22800,FREEing,"""Muv-Luv"" Series",Irisdina Bernhard,FREEing ,1/4,Approx. L360mm,PVC
FIGURE-021856,2016-12-01 00:00:00,15984,Di molto bene,And You Thought There is Never a Girl Online? (Netoge no Yome wa Onnanoko janai to Omotta?),Ako Tamaki(Ako),"OSIRIS, M.I.C. ",,Approx. H23cm,"PVC, ABS"
FIGURE-050402-R,2020-01-01 00:00:00,14300,MegaHouse,"""Gintama"" Series",Kagura,Piron ,,Approx. L210mm,PVC/ABS
FIGURE-022630,2017-08-01 00:00:00,12980,Myethos,"""VOCALOID"" Series",Stardust,,1/8,,
FIGURE-060296,2021-01-01 00:00:00,20900,Daiki Kogyo,,,Tomogomahu ,1/6,Approx. H135mm,PVC
FIGURE-028201-R,2017-02-01 00:00:00,780,Banpresto,Puella Magi Madoka Magica,Kyoko Sakura,,,Approx. 14cm,
FIGURE-045819,2020-01-01 00:00:00,1760,Gantaku,The King of Fighters,King,,,Approx. H10cm,
FIGURE-048254,2020-04-01 00:00:00,14080,ques Q,Eromanga Sensei,Sagiri Izumi,Imai moineau,1/7,Approx. H24cm,PVC (Partly ABS)
FIG-MOE-0058,2008-11-01 00:00:00,6264,Organic,Kino no Tabi (Kino's Journey),Kino,Makoto Kobayashi LongLong,,,"PVC, ABS"
FIGURE-007031,2015-04-01 00:00:00,11880,,"""THE IDOLM@STER"" Series",Sachiko Koshimizu,"Mamoru Manzoku (Knead), iTANDi ",1/8,Approx. H100mm/ Approx. 200mm when including base,
FIG-MOE-0023,2008-10-01 00:00:00,7150,Griffon Enterprises,Ikkitousen (Battle Vixens),Shimei Ryomou,Masahiro Yamamoto ,1/7,,
HOB-FIG-4791,2007-07-01 00:00:00,12980,A-label,Zanma Taisei Demonbane,,,1/7,Aru Approx. 17cm/ Leica Approx. 20cm,
HOB-FIG-4196,2006-11-01 00:00:00,7344,YAMATO,Bakuretsu Tenshi (Burst Angel),,Ganyon Cerberus Project TM,1/7,Approx. H200mm,"PVC, ABS"
FIG-MOE-3027-R,2011-11-01 00:00:00,8172,Max Factory,"""VOCALOID"" Series",Hatsune Miku,Masaki Apsy ,1/8,Approx. H310mm (Including hair & base),
FIGURE-048849,2019-10-01 00:00:00,14080,Kotobukiya,Catherine,Rin(Qatherine),Konbu ,1/8,Approx. H155mm,PVC
FIGURE-008140,2015-05-01 00:00:00,10584,Broccoli,Amairo Islenauts,Shirley Warwick,Kaoru Sakaki ,1/8,Approx. 185mm tall,"ATBC-PVC, ABS"
HOB-FIG-2840,2005-12-01 00:00:00,3600,Alter,Pani Poni Dashi!,Rebecca Miyamoto,BHP Maruchi Shinku,1/8,Approx. H160mm,
FIGURE-029932,2018-01-01 00:00:00,20304,Aoshima,Kantai Collection -Kan Colle-,Graf Zeppelin(Graf Zeppelin),"Unitech, Jun (Eldora Model) ",1/7,Approx. H24cm,"ATBC-PVC, ABS"
FIG-MOE-3864,2011-12-01 00:00:00,2484,Penguin Parade,Oreimo (My Little Sister Can't Be This Cute),Kirino Kousaka,Tomohiro Murakami ,Size: Approx. 70mm (NON Scale),,
FIG-MOE-1289,2010-02-01 00:00:00,5965,COSPA,,,,1/6,,
FIGURE-010401,2015-08-01 00:00:00,18360,,Shining Blade,Roselinde Freya,French Doll Cerberus Project TM,1/7,Approx. H250mm,
FIG-MOE-1874,2010-10-01 00:00:00,4104,WAVE,Toradora!,Taiga Aisaka,Yukio Okumura the poppy puppet,1/10,Approx. H150mm,
FIG-MOE-1987-R,2011-01-01 00:00:00,12980,Alter,"""Lyrical Nanoha"" Series",Fate Testarossa(Fate T. Harlaown),Hiroyuki Tsumezuka ,1/7,Approx. H420mm including weapon & base / Approx. L550mm including weapon,
FIGURE-013292,2018-11-01 00:00:00,10584,Kotobukiya,"""Shining"" Series",Rinna Mayfield,Takuto ,1/8,Approx. H220mm including hat,"PVC (non-phthalate acid), ABS"
FIGURE-000063-R,2013-07-01 00:00:00,13200,Plum,Date A Live,Yoshino,,1/7,H210mm,
FIG-MOE-7226,2013-03-01 00:00:00,7344,,Mass Effect,Commander Shepard,GILL GILL ,1/7,Approx. H230mm,
FIGURE-015134,2016-04-01 00:00:00,11664,Alter,Odin Sphere,Gwendolyn,Noritaka Fukumoto ,1/8,"Approx. H350mm (including weapon, base)",
FIG-MOE-1464,2010-11-01 00:00:00,9504,Kotobukiya,,,Koei Matsumoto ,1/6,Approx. H320mm,
FIGURE-057792,2020-09-01 00:00:00,16280,FuRyu,Kenja no Mago,Sicily von Claude,Hiroki Hayashi ,1/7,Approx. H235mm,"PVC, ABS, Magnet"
FIGURE-026632,2017-10-01 00:00:00,15180,ques Q,Kantai Collection -Kan Colle-,Naka,Akisame ,,Approx. H19.5cm,PVC (partially ABS)
FIGURE-035404,2018-06-01 00:00:00,14904,Kotobukiya,Imouto sae Ireba Ii. (A Sister's All You Need),Miyako Shirakawa,Sho Kojima ,1/7,Approx. H160mm,
FIG-MOE-5025,2013-08-01 00:00:00,8424,,Panty & Stocking with Garterbelt,Panty,Masanori Tanaka + Toshiyuki Yagyu ,1/8,Approx. H210mm,
HOB-FIG-2206,2005-07-01 00:00:00,7538,Romando,Ojamajo Doremi,Onpu Segawa (Ellie Craft),,,Approx. 25cm,
FIG-MOE-2398,2011-09-01 00:00:00,699,,Black Rock Shooter,Black Rock Shooter,blub design Tanaka ,Size: Approx. H40mm (NON Scale),,
FIGURE-055580,2020-11-01 00:00:00,20680,SkyTube,Nekopara,Chocola,2% ,1/6,Approx. H24cm (including base),
FIGURE-008853,2015-10-01 00:00:00,3000,PULCHRA,Sword Art Online II,Shino Asada(Sinon),PMG b-full,,H88mm,
